StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Instruct2_1,Instruct8_1,cards_con_cause_1,cards_con_conf_1,cards_dis_cause_1,cards_dis_conf_1,casino_con_cause_1,casino_con_conf_1,casino_dis_cause_1,casino_dis_conf_1,chores_con_cause_1,chores_con_conf_1,chores_dis_cause_1,chores_dis_conf_1,ducks_con_cause_1,ducks_con_conf_1,ducks_dis_cause_1,ducks_dis_conf_1,fruit_con_cause_1,fruit_con_conf_1,fruit_dis_cause_1,fruit_dis_conf_1,wheels_con_cause_1,wheels_con_conf_1,wheels_dis_cause_1,wheels_dis_conf_1,Age,Sex,AttnCheck,PROLIFIC_PID,STUDY_ID,SESSION_ID,cards_probC,cards_probA,casino_probC,casino_probA,chores_probC,chores_probA,ducks_probC,ducks_probA,fruit_probC,fruit_probA,wheels_probC,wheels_probA
4/8/21 13:26,4/8/21 13:32,IP Address,,100,366,TRUE,4/8/21 13:32,R_2SesYTq6Q5JVp10,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.706,0.772,,,0.787,0.594,,,0.68,0.859,,,0.906,0.88,,,0.799,0.799,,,,,0.935,0.883,70,Male,Yes.,5d8a1d20d1afcb0019d7390b,606f1708435d487ca247689f,606f58dc727a3cffdcb26e47,4,3,5,6,4,5,8,5,5,9,7,6
4/8/21 13:28,4/8/21 13:33,IP Address,,100,303,TRUE,4/8/21 13:33,R_1P1AQ4jXaX1R6gy,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.745,0.679,0.865,0.831,,,0.43,0.682,,,,,0.822,0.688,,,0.885,0.883,0.607,0.309,,,21,Female,Yes.,60165591d472ae0b5c202703,606f1708435d487ca247689f,606f5936f91855475eb9f17f,6,9,5,9,4,3,1,10,1,8,4,2
4/8/21 13:24,4/8/21 13:33,IP Address,,100,564,TRUE,4/8/21 13:33,R_2dGy8CRGVyoz4x7,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,,,1,1,1,1,,,1,1,,,1,1,,,30,Female,Yes.,55cc0397fe3304000562553b,606f1708435d487ca247689f,606f584fd45a79fcf2f6b7de,4,10,4,5,6,1,5,6,4,6,2,4
4/8/21 13:06,4/8/21 13:33,IP Address,,100,1616,TRUE,4/8/21 13:33,R_2Va9Rv1IDpwMhdc,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.915,0.904,,,0.773,0.72,,,0.627,0.272,,,0.689,0.359,0.962,0.956,,,,,0.932,0.975,33,Male,Yes.,57fbe878035f6e0001d71a8c,606f1708435d487ca247689f,606f543a0758f71fa5015ded,6,7,7,3,1,8,10,5,6,7,1,7
4/8/21 13:26,4/8/21 13:33,IP Address,,100,418,TRUE,4/8/21 13:33,R_2YrM8Gbafma9zCQ,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.75,0.986,,,0.743,1,0.766,0.955,,,,,0.76,0.942,0.78,0.949,,,0.769,0.99,,,51,Male,Yes.,59c0a297c458e800017b5499,606f1708435d487ca247689f,606f58b5be58a6c46b23d3fc,7,6,3,7,8,6,5,8,3,1,7,10
4/8/21 13:26,4/8/21 13:33,IP Address,,100,424,TRUE,4/8/21 13:33,R_2YQ7u6JPohz3SKO,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,1,1,,,0.194,0.737,,,1,1,,,,,0.5,0.5,1,1,,,43,Male,Yes.,5e7c021e2b00612482e357fc,606f1708435d487ca247689f,606f58e74823816ff5197da7,6,6,2,7,9,2,8,3,5,8,2,4
4/8/21 13:15,4/8/21 13:33,IP Address,,100,1104,TRUE,4/8/21 13:33,R_2s1DsnCFDs8zLek,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,1,1,1,1,,,1,1,,,,,1,1,,,1,1,68,Female,Yes.,5ea7b13e8ac6491a2050e619,606f1708435d487ca247689f,606f563f06e0604c5a4a1a69,8,10,10,9,3,1,2,9,7,7,6,7
4/8/21 13:22,4/8/21 13:33,IP Address,,100,655,TRUE,4/8/21 13:33,R_4GYGGszDdNt47Bf,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,0.913,0.059,0.58,,,,,1,1,0.886,0.968,,,,,0.87,0.401,,,0.811,0.986,36,Male,Yes.,5d391bc980ccd20018ac4006,606f1708435d487ca247689f,606f58072a6fd13d7625925c,9,2,8,2,4,10,9,7,4,5,10,4
4/8/21 13:27,4/8/21 13:33,IP Address,,100,397,TRUE,4/8/21 13:33,R_3kMK0Y3Mnbznkm1,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.485,0.825,,,0.441,0.956,,,,,1,0.931,,,1,0.97,0.963,0.9,,,,,1,0.945,66,Female,Yes.,5d75af57bcfd5b001b192708,606f1708435d487ca247689f,606f5908bc62a0ec91964484,8,1,6,1,8,9,2,9,4,8,4,7
4/8/21 13:25,4/8/21 13:33,IP Address,,100,523,TRUE,4/8/21 13:33,R_s5q7C8SVWtM6Zu9,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.51,0.93,,,1,1,1,1,,,,,0.51,1,0.673,0.983,,,0.51,1,,,54,Male,Yes.,5d47abcc2dc88900166f27c9,606f1708435d487ca247689f,606f5892d7067ad618f2c2fc,8,8,6,10,1,6,5,3,3,8,9,9
4/8/21 13:18,4/8/21 13:33,IP Address,,100,951,TRUE,4/8/21 13:33,R_2U3N1bOrEIeVt36,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.476,0.51,1,1,,,,,0.877,0.485,1,1,,,,,0.825,0.51,,,1,1,34,Male,Yes.,5c51bcaeb7449200013a8517,606f1708435d487ca247689f,606f56e54620984e8d840c7a,4,6,8,9,10,6,3,1,7,2,2,1
4/8/21 13:23,4/8/21 13:34,IP Address,,100,641,TRUE,4/8/21 13:34,R_1LbeE64nGyNFddM,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0,1,,,,,0,1,0.79,1,,,0,1,,,,,0.896,0.913,1,1,,,18,Male,Yes.,60611f7bf0d2fdae61482a9b,606f1708435d487ca247689f,606f580194de1047ad0e5775,10,9,10,7,7,1,10,3,4,3,2,10
4/8/21 13:29,4/8/21 13:34,IP Address,,100,289,TRUE,4/8/21 13:34,R_1odxTJIrkkhTjMw,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.51,0.461,0.604,0.518,,,,,0.689,0.525,,,1,0.601,,,0.652,0.417,,,0.53,0.355,22,Male,Yes.,5c16acd7a7c04e000163f7b0,606f1708435d487ca247689f,606f5766a448cade5428fdb8,6,5,5,7,8,3,6,6,10,4,2,1
4/8/21 13:28,4/8/21 13:34,IP Address,,100,359,TRUE,4/8/21 13:34,R_3ReztLe34SMgRbi,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,0.851,1,1,,,,,1,1,,,0.793,0.739,,,1,1,,,1,0.787,34,Female,Yes.,5fa3146a9b17545c04ce5b06,606f1708435d487ca247689f,606f59415f5fcc736a96c42c,8,3,9,8,7,9,4,8,1,10,7,5
4/8/21 13:25,4/8/21 13:34,IP Address,,100,534,TRUE,4/8/21 13:34,R_xc5YZNlJsneNKbn,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,0.525,0.963,0.519,0.773,,,,,0.919,0.6,,,0.525,0.98,,,0.525,0.905,42,Male,Yes.,58d069219dbe3f0001258793,606f1708435d487ca247689f,606f588aaafeb99261697d10,7,8,7,2,10,8,9,5,3,2,7,8
4/8/21 13:24,4/8/21 13:34,IP Address,,100,590,TRUE,4/8/21 13:34,R_10UwkCdz852yY20,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.506,0.511,0.521,0.424,,,0.51,0.51,,,,,0.508,0.504,0.508,0.51,,,0.503,0.506,,,50,Female,Yes.,5720f5e3951c9b0008d460c1,606f1708435d487ca247689f,606f584e9445ed621e35177c,4,10,9,8,2,3,4,8,7,5,4,10
4/8/21 13:30,4/8/21 13:34,IP Address,,100,242,TRUE,4/8/21 13:34,R_1jE5daUQQouEL7R,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,,,0.921,0.856,1,1,,,,,1,1,0.634,0.786,,,34,Female,Yes.,5f6e71f3b273c13b726f3622,606f1708435d487ca247689f,606f5951e0e89591baf4bfc4,1,7,4,7,5,1,8,4,1,10,7,9
4/8/21 13:26,4/8/21 13:34,IP Address,,100,496,TRUE,4/8/21 13:34,R_3PETWNqJezorTpy,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.58,0.861,,,,,0.718,0.772,,,0.962,0.979,0.937,0.966,,,,,0.352,0.589,0.038,0.859,,,39,Male,Yes.,5adcefb65f327e0001fb4c05,606f1708435d487ca247689f,606f58cb429f650b3fa0c2ec,2,1,1,4,4,10,7,10,2,4,10,4
4/8/21 13:28,4/8/21 13:34,IP Address,,100,355,TRUE,4/8/21 13:34,R_3hbRJ9qk8SBip4O,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,0.486,0.492,,,,,1,1,,,1,1,0.5,0.854,,,,,0.5,0.779,32,Male,Yes.,5f6f1cd4cd112047a7b7f453,606f1708435d487ca247689f,606f595eae867358261e51e6,7,8,2,9,5,3,6,2,10,10,1,5
4/8/21 13:24,4/8/21 13:34,IP Address,,100,630,TRUE,4/8/21 13:34,R_1ePlntAmUAYleAD,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.673,0.63,,,1,0.782,,,1,1,,,1,0.772,,,1,0.911,,,0.785,0.682,45,Male,Yes.,5be87ae193ca1f00014dae06,606f1708435d487ca247689f,606f57cccaf1935fd5e355f0,10,1,6,4,1,10,2,3,3,2,10,2
4/8/21 13:25,4/8/21 13:34,IP Address,,100,551,TRUE,4/8/21 13:34,R_oXkOpxq7NQmpcGZ,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,0,0.01,,,,,0.851,0.99,1,1,,,,,0.064,0.042,,,1,1,31,Male,Yes.,5f41ae5ddb53f915ed43e2e1,606f1708435d487ca247689f,606f58a9dad98ba45787d6a8,8,10,9,9,6,5,6,7,9,8,7,6
4/8/21 13:28,4/8/21 13:35,IP Address,,100,409,TRUE,4/8/21 13:35,R_3CP0H1iNNdZzsxL,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.128,0.917,,,0.211,0.852,,,0.09,0.808,,,0.924,1,,,0.869,1,0,1,,,35,Male,Yes.,6017adf7488b8d2ff50ec3a7,606f1708435d487ca247689f,606f59519b38a2109d42d282,3,10,3,5,2,8,9,1,2,5,10,2
4/8/21 13:25,4/8/21 13:35,IP Address,,100,587,TRUE,4/8/21 13:35,R_2RVrGe0ZUqKoL86,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.806,1,,,,,1,1,0.692,1,,,0.706,1,,,1,1,,,,,1,1,72,Female,Yes.,5dd1919051c6d2208e27fbc1,606f1708435d487ca247689f,606f589b61e3e3ff422fc090,2,4,2,3,2,6,2,9,2,6,1,4
4/8/21 13:23,4/8/21 13:35,IP Address,,100,694,TRUE,4/8/21 13:35,R_10ZXfB1WRp36F0c,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,0.5,1,,,,,1,1,0,1,,,,,1,1,0.5,1,,,77,Female,Yes.,60467aad42558a04b49419f1,606f1708435d487ca247689f,606f583d7e0f86348a14ea36,10,10,6,6,9,3,1,9,7,4,8,10
4/8/21 13:24,4/8/21 13:35,IP Address,,100,655,TRUE,4/8/21 13:35,R_3Lbdn48FIWkcpRH,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.583,1,,,1,1,,,0.499,1,,,,,1,1,0.582,1,,,0.49,1,,,38,Male,Yes.,6035a9101015046a77be27b2,606f1708435d487ca247689f,606f587345b1b211d0c1cbba,6,9,7,10,8,3,8,7,3,7,7,7
4/8/21 13:14,4/8/21 13:35,IP Address,,100,1282,TRUE,4/8/21 13:35,R_3JsZYx8UJeVdu4j,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,1,0.999,,,,,1,1,0.98,0.983,,,0.982,0.983,,,28,Female,Yes.,59cf062758b71700019882d4,606f1708435d487ca247689f,606f5602088ce8562c1a9d24,10,3,6,4,4,7,6,3,7,10,6,3
4/8/21 13:27,4/8/21 13:35,IP Address,,100,503,TRUE,4/8/21 13:35,R_2sZmGPJmrr7LIk9,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,0.859,0.806,,,1,1,,,1,1,,,0.844,1,,,0.787,0.71,32,Female,Yes.,601ed9d0011c833bb82c5191,606f1708435d487ca247689f,606f591db171ba05b3202098,2,7,6,4,4,5,2,5,1,5,7,4
4/8/21 13:28,4/8/21 13:35,IP Address,,100,474,TRUE,4/8/21 13:35,R_R8i3l1RtFyudsRP,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.852,0.776,,,,,0.652,0.6,,,0.903,0.752,0.755,0.638,,,,,0.662,0.561,,,0.713,0.582,27,Female,Yes.,605e3562cb10f12b92ace71a,606f1708435d487ca247689f,606f593faf5e0ffda45e9e44,9,1,5,8,9,9,5,4,5,7,8,2
4/8/21 13:26,4/8/21 13:36,IP Address,,100,619,TRUE,4/8/21 13:36,R_O3W3yIJp2XuRdyF,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.976,0.919,0.834,0.797,,,0.827,0.715,,,0.787,0.668,,,0.736,0.719,,,,,0.746,0.651,37,Male,Yes.,604ebb2d7c463735958b815c,606f1708435d487ca247689f,606f58c43360bb92d5ed5be5,5,8,4,9,5,9,5,5,2,5,9,1
4/8/21 13:25,4/8/21 13:36,IP Address,,100,633,TRUE,4/8/21 13:36,R_2ygAaS53uQW4AYz,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.452,0.928,,,0.5,0.969,,,,,0.504,1,0.508,1,,,0.492,1,,,,,0.814,0.911,55,Male,Yes.,5d730a3cf37bfe0001ff031a,606f1708435d487ca247689f,606f58bab171ba05b3202094,4,5,5,8,1,3,4,3,4,2,7,3
4/8/21 13:28,4/8/21 13:36,IP Address,,100,522,TRUE,4/8/21 13:36,R_1l4Dvbhrjntf5RK,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,,,1,1,,,0,1,,,1,1,,,1,1,53,Female,Yes.,5e42f74f5b772a18434cabf7,606f1708435d487ca247689f,606f594141d6284b9308aec0,1,6,10,5,4,10,6,1,9,1,5,2
4/8/21 13:16,4/8/21 13:37,IP Address,,100,1242,TRUE,4/8/21 13:37,R_2c8f45z2EOTxmpx,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.648,0.385,,,0.513,1,,,,,0.675,0.666,0.5,0.741,,,0.5,0.761,,,0.792,0.725,,,29,Male,Yes.,60647ff5f228bf38902033f8,606f1708435d487ca247689f,606f56713a894c7a6006b2dc,3,2,2,3,1,1,8,1,5,2,9,9
4/8/21 13:21,4/8/21 13:37,IP Address,,100,990,TRUE,4/8/21 13:37,R_3dDLcj8sqvMmu4l,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.985,1,1,1,,,,,1,0.99,0.687,0.58,,,0.675,1,,,,,1,1,21,Male,Yes.,5bbd26af27fb5000013dc642,606f1708435d487ca247689f,606f579d07412d915f37c599,8,3,8,7,3,1,8,1,1,4,7,3
4/8/21 13:25,4/8/21 13:37,IP Address,,100,718,TRUE,4/8/21 13:37,R_UGCiUrFAiYpUC09,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,,,0.513,0.72,,,1,1,0.51,0.761,,,0.517,0.621,,,60,Female,Yes.,5e1f8fbfb202032c463f3e06,606f1708435d487ca247689f,606f58b5562b314f818f8458,6,7,2,7,10,4,8,2,5,4,10,5
4/8/21 13:28,4/8/21 13:37,IP Address,,100,559,TRUE,4/8/21 13:37,R_3nxgzf6Pt8XVp7q,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.639,0.303,,,0.787,0.794,0.618,0.879,,,0.956,0.97,,,0.908,0.634,,,0.93,0.932,,,23,Male,Yes.,5f66f0768edb5b00091b6f25,606f1708435d487ca247689f,606f595e2e09fda583077aeb,5,3,3,9,6,5,6,7,9,9,5,7
4/8/21 13:30,4/8/21 13:38,IP Address,,100,445,TRUE,4/8/21 13:38,R_2VdsHnv0vznXvJj,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.5,1,,,0.5,1,,,0.5,1,,,0.5,1,,,0.5,1,,,0.5,1,,,22,Female,Yes.,6056f52596f4bcceb5655ca8,606f1708435d487ca247689f,606f593b54d32e747b7037b3,6,2,5,7,9,10,2,9,7,2,1,5
4/8/21 13:10,4/8/21 13:38,IP Address,,100,1648,TRUE,4/8/21 13:38,R_1E6FirayWi4X0iT,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.904,0.907,,,0.354,0.825,0.496,1,,,,,0.493,1,,,0.506,1,0.399,0.5,,,35,Male,Yes.,577e79ecdcff7d0001c7a534,606f1708435d487ca247689f,606f5540b5f50018ea033005,7,10,4,3,10,9,7,5,2,5,8,2
4/8/21 13:30,4/8/21 13:38,IP Address,,100,513,TRUE,4/8/21 13:38,R_3iqKZ4mAPuPRkmf,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.793,1,,,1,1,,,0.817,1,,,0.797,1,,,0.817,1,,,,,1,1,54,Male,Yes.,5ea9a1c1abf6100f699a1efc,606f1708435d487ca247689f,606f59bd4162eb8b02cad064,5,8,9,10,2,1,6,6,7,8,5,3
4/8/21 13:13,4/8/21 13:39,IP Address,,100,1564,TRUE,4/8/21 13:39,R_1pzgJnnOaCTbrcE,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.519,0.819,,,,,1,1,0.51,0.743,,,,,1,1,0.507,0.763,,,,,0.501,0.757,24,Male,Yes.,57abf01ad0ce530001c6d4f3,606f1708435d487ca247689f,606f55ba6a68680ade0e13ce,5,1,2,5,4,3,1,5,3,1,5,6
4/8/21 13:25,4/8/21 13:39,IP Address,,100,859,TRUE,4/8/21 13:39,R_79UysPJRfcKHY9b,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.636,0.762,,,0.221,0.805,,,,,0.897,0.946,,,0.593,0.814,,,0.493,1,0.501,1,,,40,Male,Yes.,5f34c4870288603e56eccc60,606f1708435d487ca247689f,606f57b9999c9ec719f1251f,2,3,5,1,1,4,4,5,8,5,4,4
4/8/21 13:34,4/8/21 13:41,IP Address,,100,412,TRUE,4/8/21 13:41,R_1oej01LFQSFXnRK,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,0.318,,,,,1,1,0.917,0.238,,,1,0.828,,,1,0.946,,,,,0.951,1,23,Female,Yes.,5fb8631980c1d05b012951f2,606f1708435d487ca247689f,606f5ac381f8e86c136d85f5,1,5,3,8,7,2,5,7,1,7,9,5
4/8/21 13:28,4/8/21 13:45,IP Address,,100,1028,TRUE,4/8/21 13:45,R_2Ppu66QBsEmAA5F,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.782,1,,,0.42,0.98,,,0.731,1,,,0,1,,,,,0.925,1,,,0.718,1,29,Male,Yes.,5cd063ce657e300016f6c95a,606f1708435d487ca247689f,606f5948cdee9bb827842fa9,5,6,6,4,2,7,10,7,3,8,6,8
4/8/21 13:28,4/8/21 13:45,IP Address,,100,1019,TRUE,4/8/21 13:45,R_2yr5FdfwuTmd0gT,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,0.803,0.427,0.669,0.37,,,,,0.865,0.393,,,0.982,0.938,,,0.949,0.945,39,Male,Yes.,5dde8fba82f458000c8c7c75,606f1708435d487ca247689f,606f59382892cf447bb11fde,9,5,7,1,8,7,7,4,3,6,6,2
4/8/21 13:28,4/8/21 13:46,IP Address,,100,1048,TRUE,4/8/21 13:46,R_2CjGrK7YMehkG7o,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,1,1,,,1,1,,,,,1,1,,,1,1,1,1,,,29,Female,Yes.,5b6872f33ffbf200015434ef,606f1708435d487ca247689f,606f595b9c18b123f93ad45c,6,4,2,10,1,3,2,10,5,2,3,9
4/8/21 13:36,4/8/21 13:47,IP Address,,100,654,TRUE,4/8/21 13:47,R_3e1wW8eleqUk3Ad,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.203,0.845,,,0.557,0.781,,,,,0.997,1,0.618,0.731,,,,,0.695,0.622,0.243,0.76,,,30,Female,Yes.,6040b6fb0e39192f6dfea275,606f1708435d487ca247689f,606f5962d5d97ab37a78815e,2,8,9,3,7,6,6,6,9,2,10,4
4/8/21 13:23,4/8/21 13:48,IP Address,,100,1520,TRUE,4/8/21 13:48,R_ysVNk4Ug7o5TUlz,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,1,0.969,,,0.985,0.993,,,0.995,0.995,,,,,1,0.983,,,0.114,0.995,,,1,1,32,Female,Yes.,5f575f51650eb61e982df8ef,606f1708435d487ca247689f,606f582c86880f3aea961fe9,7,2,3,3,7,9,7,6,10,5,4,2
4/8/21 13:28,4/8/21 13:51,IP Address,,100,1374,TRUE,4/8/21 13:51,R_1Luvi4QqNsJCjYE,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.852,0.814,,,,,1,1,0.794,0.992,,,0.662,1,,,,,0.987,0.945,1,1,,,23,Female,Yes.,6064d4660d63196f116b1e4b,606f1708435d487ca247689f,606f5942526d00ead73cf8ce,6,2,10,6,10,4,6,3,5,7,5,4
4/8/21 13:13,4/8/21 13:52,IP Address,,100,2354,TRUE,4/8/21 13:52,R_ctDseTXoKC1PTup,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.89,0.224,,,0.852,0.845,1,1,,,,,0.928,0.224,0.845,0.841,,,0.196,0.842,,,18,Male,Yes.,5fd6a8c8b69a1f60669b1374,606f1708435d487ca247689f,606f55c21077b538e3be08bc,10,4,2,7,5,1,8,3,6,9,3,9
4/8/21 13:39,4/8/21 13:55,IP Address,,100,952,TRUE,4/8/21 13:55,R_2zUsb8qFpPNi068,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.713,0.6,,,,,0.683,0.556,0.666,0.414,,,,,0.575,0.363,0.666,0.608,,,,,0.697,0.456,33,Male,Yes.,6013ceb22d7cc92d9a48fe2a,606f1708435d487ca247689f,606f57a68cda8e4351bdad61,1,5,1,2,10,9,9,6,8,6,6,6
4/8/21 14:02,4/8/21 14:06,IP Address,,100,293,TRUE,4/8/21 14:06,R_Dw5EJ2S3DML0Kat,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.618,0.339,,,0.586,0.368,,,0.642,0.346,,,0.568,0.452,,,0.365,0.548,,,0.651,0.349,26,Male,"No, I did not take the study seriously.",5d5af833f35ed70001e17a5c,606f1708435d487ca247689f,606f613924f98af64f9c2774,4,8,1,5,4,7,3,4,1,5,2,10
4/8/21 14:11,4/8/21 14:20,IP Address,,100,526,TRUE,4/8/21 14:20,R_3CWvOxU3daD61C1,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.525,0.715,,,0,0.979,,,0.513,0.696,0.91,0.858,,,0.793,0.844,,,,,1,0.721,34,Male,Yes.,5e3d8d90de328d044e7c6ffb,606f1708435d487ca247689f,606f625493a6a85d12f0c6ef,3,5,3,10,4,1,9,9,6,1,10,4
4/8/21 15:02,4/8/21 15:13,IP Address,,100,678,TRUE,4/8/21 15:13,R_Dc3vLkfbFS5BnwJ,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,0.462,0.896,,,,,0.494,1,0.607,0.796,,,,,0.513,1,0.655,0.901,,,0.732,0.87,,,60,Male,Yes.,5ed559e5afbd830e2117ed55,606f1708435d487ca247689f,606f6f6137ec20db8362cb06,8,7,2,6,6,8,7,8,10,9,8,9
4/8/21 10:11,4/8/21 10:16,IP Address,,48,289,FALSE,4/15/21 10:16,R_1l4YDJcnAkTRc8W,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,0.231,0.725,,,,,0.254,0.572,,,,,,,,,,,,5ea7126f3f70fe0bd1170b6a,606f1708435d487ca247689f,606f2b2c3b21078e760193a7,2,2,1,6,5,8,7,3,2,7,4,8
4/8/21 11:37,4/8/21 11:37,IP Address,,2,5,FALSE,4/15/21 11:37,R_2tfAzbcthW7YtlB,,,,,,,anonymous,EN,I consent. Begin the study.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d62935aacd67c0015b06e8d,606f1708435d487ca247689f,606f3f0fb78cd9aa6d684969,5,6,7,3,2,1,10,5,2,7,10,4
4/8/21 11:50,4/8/21 11:51,IP Address,,23,56,FALSE,4/15/21 11:51,R_2xKV5DZu07qitK0,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ee89a9e3fdd1e18757ef86b,606f1708435d487ca247689f,606f4266c54d194a07fee814,3,2,2,5,7,4,1,10,4,5,5,3
4/8/21 12:03,4/8/21 12:06,IP Address,,35,143,FALSE,4/15/21 12:06,R_2zIrdCmQDQU3oKM,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,0.108,0.708,,,,,,,,,,,,,,,,,,,,602e0d7b5f6c248f0315943a,606f1708435d487ca247689f,606f457baf274030c6b2564e,9,9,8,10,4,2,3,7,3,3,8,10
4/8/21 12:13,4/8/21 12:15,IP Address,,23,90,FALSE,4/15/21 12:15,R_2Pvu5IdJrkqtDIZ,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fddcfa75312ca4b6957f2ab,606f1708435d487ca247689f,606f47cbe69fb1447d7cc362,1,9,7,2,7,10,5,9,3,2,8,7
4/8/21 12:07,4/8/21 12:15,IP Address,,23,479,FALSE,4/15/21 12:15,R_AMoX5omttnzj9IJ,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eeab8dbac2ca01de4018af0,606f1708435d487ca247689f,606f4658487a63ac07869d39,4,8,2,3,8,6,4,8,2,7,1,8
4/8/21 12:15,4/8/21 12:16,IP Address,,23,53,FALSE,4/15/21 12:16,R_3freOLdEwVZpeuW,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e9b621702bbdc069b2496c4,606f1708435d487ca247689f,606f484bd2a34ca558041921,3,4,3,10,4,7,3,9,1,2,4,1
4/8/21 12:16,4/8/21 12:18,IP Address,,35,134,FALSE,4/15/21 12:18,R_UF48xUIqmNtoJSV,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,5fabf9bfaa84e00ccd8961a2,606f1708435d487ca247689f,606f4886fc2253355581d907,1,1,6,2,3,3,9,6,6,9,8,5
4/8/21 12:27,4/8/21 12:27,IP Address,,23,53,FALSE,4/15/21 12:27,R_1MXqpqywqGzRYKt,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f09f9a38bf3690ea1c20c96,606f1708435d487ca247689f,606f4aef4403bc7b037f250b,9,10,5,7,5,3,4,8,6,7,10,9
4/8/21 12:29,4/8/21 12:31,IP Address,,35,151,FALSE,4/15/21 12:31,R_1M3bHgABJsGMLyp,,,,,,,anonymous,EN,I consent. Begin the study.,1,0,,,0.51,1,,,,,,,,,,,,,,,,,,,,,,,,5f14b46fefc95253caca20b4,606f1708435d487ca247689f,606f4b62ad35688551976a57,9,7,6,6,6,9,8,2,9,7,10,7
