"id","vignette","structure","p_C","p_A","cause","conf","attn_check","duration","age","sex"
"R_3MMPhiNlPNdNA61","casino","dis",0.2,0.3,1,0.947,"Yes.",5.1,30,"Female"
"R_3MMPhiNlPNdNA61","chores","con",0.7,0.9,0.838,0.798,"Yes.",5.1,30,"Female"
"R_3MMPhiNlPNdNA61","ducks","dis",0.9,0.5,0.921,0.896,"Yes.",5.1,30,"Female"
"R_3MMPhiNlPNdNA61","fruit","con",1,0.9,1,1,"Yes.",5.1,30,"Female"
"R_3MMPhiNlPNdNA61","wheels","con",0.5,0.4,0.869,0.965,"Yes.",5.1,30,"Female"
"R_57M2L6Qtz78IZwZ","cards","con",0.6,0.2,0.761,0.727,"No, I did not take the study seriously.",8.46666666666667,19,"Female"
"R_57M2L6Qtz78IZwZ","casino","con",0.7,0.8,0.903,0.383,"No, I did not take the study seriously.",8.46666666666667,19,"Female"
"R_57M2L6Qtz78IZwZ","chores","con",0.3,0.4,0.669,0.62,"No, I did not take the study seriously.",8.46666666666667,19,"Female"
"R_57M2L6Qtz78IZwZ","ducks","dis",0.7,1,1,1,"No, I did not take the study seriously.",8.46666666666667,19,"Female"
"R_57M2L6Qtz78IZwZ","fruit","dis",0.4,0.5,0.746,0.717,"No, I did not take the study seriously.",8.46666666666667,19,"Female"
"R_57M2L6Qtz78IZwZ","wheels","con",1,0.5,0,1,"No, I did not take the study seriously.",8.46666666666667,19,"Female"
"R_1DnwFgLm3AqZaDB","cards","dis",0.8,0.2,1,1,"Yes.",4.1,21,"Male"
"R_1DnwFgLm3AqZaDB","casino","con",0.9,0.9,0.81,0.775,"Yes.",4.1,21,"Male"
"R_1DnwFgLm3AqZaDB","chores","dis",1,0.7,1,1,"Yes.",4.1,21,"Male"
"R_1DnwFgLm3AqZaDB","ducks","dis",0.4,0.6,0.665,0.8,"Yes.",4.1,21,"Male"
"R_1DnwFgLm3AqZaDB","fruit","dis",1,0.6,1,1,"Yes.",4.1,21,"Male"
"R_1DnwFgLm3AqZaDB","wheels","dis",0.7,0.3,0.932,0.724,"Yes.",4.1,21,"Male"
"R_1myInMAikmJ1ZP6","cards","dis",0.5,0.2,0.296,1,"Yes.",4.76666666666667,24,"Female"
"R_1myInMAikmJ1ZP6","casino","dis",0.5,0.1,0.769,0.848,"Yes.",4.76666666666667,24,"Female"
"R_1myInMAikmJ1ZP6","chores","con",1,0.2,0.899,0.904,"Yes.",4.76666666666667,24,"Female"
"R_1myInMAikmJ1ZP6","ducks","con",0.3,0.7,0.918,0.818,"Yes.",4.76666666666667,24,"Female"
"R_1myInMAikmJ1ZP6","fruit","con",0.6,0.3,0.752,0.956,"Yes.",4.76666666666667,24,"Female"
"R_1myInMAikmJ1ZP6","wheels","con",0.8,0.8,1,1,"Yes.",4.76666666666667,24,"Female"
"R_3k81wKfwwxYkuL6","cards","con",0.9,0.4,0.141,0,"Yes.",7.31666666666667,52,"Female"
"R_3k81wKfwwxYkuL6","casino","con",1,0.9,0,1,"Yes.",7.31666666666667,52,"Female"
"R_3k81wKfwwxYkuL6","chores","con",0.2,0.3,0.568,0.094,"Yes.",7.31666666666667,52,"Female"
"R_3k81wKfwwxYkuL6","ducks","dis",0.2,0.5,0.501,0.831,"Yes.",7.31666666666667,52,"Female"
"R_3k81wKfwwxYkuL6","fruit","dis",0.1,0.8,0.797,0.507,"Yes.",7.31666666666667,52,"Female"
"R_3k81wKfwwxYkuL6","wheels","dis",0.7,0.3,0.418,0.134,"Yes.",7.31666666666667,52,"Female"
"R_aeJ79ha39R0qdot","cards","con",0.5,0.9,1,0.903,"Yes.",7.11666666666667,21,"Female"
"R_aeJ79ha39R0qdot","casino","dis",0.1,0.5,1,1,"Yes.",7.11666666666667,21,"Female"
"R_aeJ79ha39R0qdot","chores","con",0.1,0.8,1,1,"Yes.",7.11666666666667,21,"Female"
"R_aeJ79ha39R0qdot","ducks","con",0.6,0.4,0.51,0.055,"Yes.",7.11666666666667,21,"Female"
"R_aeJ79ha39R0qdot","fruit","dis",0.7,1,0.854,0.156,"Yes.",7.11666666666667,21,"Female"
"R_aeJ79ha39R0qdot","wheels","con",0.4,0.5,0.51,0.007,"Yes.",7.11666666666667,21,"Female"
"R_QlXIcOfBmyaagxz","cards","con",0.6,0.6,0.996,0.983,"Yes.",5.5,61,"Female"
"R_QlXIcOfBmyaagxz","casino","con",0.5,0.9,0.533,0.778,"Yes.",5.5,61,"Female"
"R_QlXIcOfBmyaagxz","chores","dis",0.8,0.4,0.528,0.904,"Yes.",5.5,61,"Female"
"R_QlXIcOfBmyaagxz","ducks","dis",1,0.6,0.53,0.872,"Yes.",5.5,61,"Female"
"R_QlXIcOfBmyaagxz","fruit","con",0.3,0.3,0.507,0.856,"Yes.",5.5,61,"Female"
"R_QlXIcOfBmyaagxz","wheels","dis",0.7,0.6,0.565,0.851,"Yes.",5.5,61,"Female"
"R_2QrFODvLcP4NeN3","cards","con",0.8,0.2,0.879,0.803,"Yes.",3.51666666666667,30,"Male"
"R_2QrFODvLcP4NeN3","casino","dis",0.3,0.6,0.869,0.82,"Yes.",3.51666666666667,30,"Male"
"R_2QrFODvLcP4NeN3","chores","con",0.8,1,0.859,0.948,"Yes.",3.51666666666667,30,"Male"
"R_2QrFODvLcP4NeN3","ducks","con",0.6,0.9,0.628,0.985,"Yes.",3.51666666666667,30,"Male"
"R_2QrFODvLcP4NeN3","fruit","con",0.9,0.1,0.879,1,"Yes.",3.51666666666667,30,"Male"
"R_2QrFODvLcP4NeN3","wheels","con",0.8,0.7,0.876,1,"Yes.",3.51666666666667,30,"Male"
"R_1r8IuZw4PK6jHqw","cards","dis",0.5,0.3,0.575,0.91,"Yes.",3.53333333333333,28,"Male"
"R_1r8IuZw4PK6jHqw","casino","dis",0.7,1,1,1,"Yes.",3.53333333333333,28,"Male"
"R_1r8IuZw4PK6jHqw","chores","con",0.4,0.9,0.868,0.5,"Yes.",3.53333333333333,28,"Male"
"R_1r8IuZw4PK6jHqw","ducks","con",0.3,0.6,0.701,0.752,"Yes.",3.53333333333333,28,"Male"
"R_1r8IuZw4PK6jHqw","fruit","dis",0.7,1,1,1,"Yes.",3.53333333333333,28,"Male"
"R_1r8IuZw4PK6jHqw","wheels","dis",0.5,0.2,0.723,1,"Yes.",3.53333333333333,28,"Male"
"R_3rP9iPsHO0BKAxn","cards","dis",0.9,0.9,0.672,0.675,"Yes.",5.31666666666667,24,"Male"
"R_3rP9iPsHO0BKAxn","casino","con",0.1,0.9,0.689,0.686,"Yes.",5.31666666666667,24,"Male"
"R_3rP9iPsHO0BKAxn","chores","con",0.5,0.9,0.739,0.769,"Yes.",5.31666666666667,24,"Male"
"R_3rP9iPsHO0BKAxn","ducks","dis",1,1,0.618,0.624,"Yes.",5.31666666666667,24,"Male"
"R_3rP9iPsHO0BKAxn","fruit","con",0.7,0.1,0.694,0.699,"Yes.",5.31666666666667,24,"Male"
"R_3rP9iPsHO0BKAxn","wheels","dis",0.6,0.7,0.731,0.727,"Yes.",5.31666666666667,24,"Male"
"R_3TOXrcMZCi7MDK1","cards","con",0.2,0.5,0.939,0.958,"Yes.",8.53333333333333,25,"Male"
"R_3TOXrcMZCi7MDK1","casino","con",0.6,0.6,0.499,0.744,"Yes.",8.53333333333333,25,"Male"
"R_3TOXrcMZCi7MDK1","chores","con",0.8,0.2,0.889,0.796,"Yes.",8.53333333333333,25,"Male"
"R_3TOXrcMZCi7MDK1","ducks","dis",0.1,0.3,0.773,0.639,"Yes.",8.53333333333333,25,"Male"
"R_3TOXrcMZCi7MDK1","fruit","con",0.9,0.6,0.252,0.78,"Yes.",8.53333333333333,25,"Male"
"R_3TOXrcMZCi7MDK1","wheels","dis",0.8,0.5,0.713,0.639,"Yes.",8.53333333333333,25,"Male"
"R_1mn5V8vOWbqvt07","cards","dis",0.8,1,0.214,0.706,"Yes.",3.58333333333333,22,"Male"
"R_1mn5V8vOWbqvt07","casino","dis",0.4,0.4,0.606,0.699,"Yes.",3.58333333333333,22,"Male"
"R_1mn5V8vOWbqvt07","chores","dis",0.1,1,0.563,0.758,"Yes.",3.58333333333333,22,"Male"
"R_1mn5V8vOWbqvt07","ducks","con",0.6,1,0.746,0.694,"Yes.",3.58333333333333,22,"Male"
"R_1mn5V8vOWbqvt07","fruit","con",0.3,0.5,0.817,0.841,"Yes.",3.58333333333333,22,"Male"
"R_1mn5V8vOWbqvt07","wheels","dis",0.6,0.6,0.123,0.792,"Yes.",3.58333333333333,22,"Male"
"R_3koDJqMDNZRwkke","cards","dis",0.4,0.7,0.5,0.5,"Yes.",3.45,41,"Female"
"R_3koDJqMDNZRwkke","casino","con",0.5,0.8,0.5,0.5,"Yes.",3.45,41,"Female"
"R_3koDJqMDNZRwkke","chores","dis",0.8,0.1,0.5,0.5,"Yes.",3.45,41,"Female"
"R_3koDJqMDNZRwkke","ducks","dis",0.3,0.1,0.501,0.5,"Yes.",3.45,41,"Female"
"R_3koDJqMDNZRwkke","fruit","con",1,0.4,0.096,0.809,"Yes.",3.45,41,"Female"
"R_3koDJqMDNZRwkke","wheels","con",0.9,0.7,0.5,0.5,"Yes.",3.45,41,"Female"
"R_1l47sAdmERct7Z8","cards","con",0.6,1,0.494,0.949,"Yes.",3.36666666666667,39,"Female"
"R_1l47sAdmERct7Z8","casino","con",0.3,0.7,0.47,0.717,"Yes.",3.36666666666667,39,"Female"
"R_1l47sAdmERct7Z8","chores","dis",0.6,0.5,0.377,0.873,"Yes.",3.36666666666667,39,"Female"
"R_1l47sAdmERct7Z8","ducks","dis",0.2,0.7,0.214,0.921,"Yes.",3.36666666666667,39,"Female"
"R_1l47sAdmERct7Z8","fruit","con",0.2,0.1,0.499,1,"Yes.",3.36666666666667,39,"Female"
"R_1l47sAdmERct7Z8","wheels","dis",0.8,0.8,0.476,0.749,"Yes.",3.36666666666667,39,"Female"
"R_xbcTyMB6Qljoulj","cards","dis",1,0.1,1,1,"Yes.",7.43333333333333,51,"Female"
"R_xbcTyMB6Qljoulj","casino","con",1,0.6,0,1,"Yes.",7.43333333333333,51,"Female"
"R_xbcTyMB6Qljoulj","chores","con",0.6,1,1,1,"Yes.",7.43333333333333,51,"Female"
"R_xbcTyMB6Qljoulj","ducks","con",0.9,1,1,1,"Yes.",7.43333333333333,51,"Female"
"R_xbcTyMB6Qljoulj","fruit","dis",0.6,0.6,0.47,0.883,"Yes.",7.43333333333333,51,"Female"
"R_xbcTyMB6Qljoulj","wheels","dis",0.8,0.2,0.5,0.832,"Yes.",7.43333333333333,51,"Female"
"R_2v6tYhFgEBukN1K","cards","dis",0.1,0.3,0.399,0.82,"Yes.",3.75,49,"Male"
"R_2v6tYhFgEBukN1K","casino","con",0.3,0.4,0.715,0.855,"Yes.",3.75,49,"Male"
"R_2v6tYhFgEBukN1K","chores","dis",0.5,0.4,0.456,0.93,"Yes.",3.75,49,"Male"
"R_2v6tYhFgEBukN1K","ducks","con",0.2,0.3,0.584,0.852,"Yes.",3.75,49,"Male"
"R_2v6tYhFgEBukN1K","fruit","con",0.2,0.1,0.561,0.875,"Yes.",3.75,49,"Male"
"R_2v6tYhFgEBukN1K","wheels","con",0.3,0.3,0.6,0.875,"Yes.",3.75,49,"Male"
"R_0dH4JoqLVJTI0tX","cards","con",0.3,0.8,1,1,"Yes.",6.11666666666667,44,"Male"
"R_0dH4JoqLVJTI0tX","casino","con",0.5,0.7,1,1,"Yes.",6.11666666666667,44,"Male"
"R_0dH4JoqLVJTI0tX","chores","con",0.2,0.3,1,1,"Yes.",6.11666666666667,44,"Male"
"R_0dH4JoqLVJTI0tX","ducks","con",0.4,0.8,1,1,"Yes.",6.11666666666667,44,"Male"
"R_0dH4JoqLVJTI0tX","fruit","dis",0.4,0.3,1,1,"Yes.",6.11666666666667,44,"Male"
"R_0dH4JoqLVJTI0tX","wheels","con",0.3,0.7,1,1,"Yes.",6.11666666666667,44,"Male"
"R_ypFtc3ZX0P6xi2R","cards","dis",0.4,0.8,0.5,1,"Yes.",3.15,49,"Female"
"R_ypFtc3ZX0P6xi2R","casino","con",0.9,0.6,0.5,0.775,"Yes.",3.15,49,"Female"
"R_ypFtc3ZX0P6xi2R","chores","con",1,1,0.523,0.521,"Yes.",3.15,49,"Female"
"R_ypFtc3ZX0P6xi2R","ducks","con",0.4,0.7,0.5,1,"Yes.",3.15,49,"Female"
"R_ypFtc3ZX0P6xi2R","fruit","con",0.2,0.5,0.5,1,"Yes.",3.15,49,"Female"
"R_ypFtc3ZX0P6xi2R","wheels","dis",0.6,0.8,1,1,"Yes.",3.15,49,"Female"
"R_3KTprnFUMp57235","cards","con",0.4,1,0.735,0.746,"Yes.",5.55,24,"Male"
"R_3KTprnFUMp57235","casino","dis",0.4,1,0.927,0.794,"Yes.",5.55,24,"Male"
"R_3KTprnFUMp57235","chores","con",0.9,0.7,0.925,0.837,"Yes.",5.55,24,"Male"
"R_3KTprnFUMp57235","ducks","dis",0.3,0.8,0.769,0.792,"Yes.",5.55,24,"Male"
"R_3KTprnFUMp57235","fruit","dis",0.1,0.9,0.303,0.789,"Yes.",5.55,24,"Male"
"R_3KTprnFUMp57235","wheels","con",0.4,0.9,0.814,0.839,"Yes.",5.55,24,"Male"
"R_Duyv0CS16d8RUOZ","cards","con",0.5,0.6,0.662,1,"Yes.",7,25,"Male"
"R_Duyv0CS16d8RUOZ","casino","dis",0.8,0.3,1,1,"Yes.",7,25,"Male"
"R_Duyv0CS16d8RUOZ","chores","dis",0.2,0.4,0.265,1,"Yes.",7,25,"Male"
"R_Duyv0CS16d8RUOZ","ducks","con",0.6,0.7,0.766,0.776,"Yes.",7,25,"Male"
"R_Duyv0CS16d8RUOZ","fruit","dis",0.5,0.1,0.272,0.851,"Yes.",7,25,"Male"
"R_Duyv0CS16d8RUOZ","wheels","con",1,0.4,1,1,"Yes.",7,25,"Male"
"R_2aP34w6aoBFGqHA","cards","dis",0.5,0.4,1,1,"Yes.",4.36666666666667,31,"Male"
"R_2aP34w6aoBFGqHA","casino","dis",0.5,0.4,1,1,"Yes.",4.36666666666667,31,"Male"
"R_2aP34w6aoBFGqHA","chores","dis",0.2,0.6,0.51,1,"Yes.",4.36666666666667,31,"Male"
"R_2aP34w6aoBFGqHA","ducks","dis",0.2,0.4,1,1,"Yes.",4.36666666666667,31,"Male"
"R_2aP34w6aoBFGqHA","fruit","con",0.8,0.7,0.125,1,"Yes.",4.36666666666667,31,"Male"
"R_2aP34w6aoBFGqHA","wheels","dis",1,0.3,0.001,1,"Yes.",4.36666666666667,31,"Male"
"R_3ozKaZayP1FGFpS","cards","con",0.3,0.5,1,1,"Yes.",5.36666666666667,35,"Male"
"R_3ozKaZayP1FGFpS","casino","dis",0.9,0.9,1,1,"Yes.",5.36666666666667,35,"Male"
"R_3ozKaZayP1FGFpS","chores","con",0.9,0.8,1,1,"Yes.",5.36666666666667,35,"Male"
"R_3ozKaZayP1FGFpS","ducks","con",0.3,0.3,1,1,"Yes.",5.36666666666667,35,"Male"
"R_3ozKaZayP1FGFpS","fruit","dis",0.3,0.8,1,0.999,"Yes.",5.36666666666667,35,"Male"
"R_3ozKaZayP1FGFpS","wheels","con",0.3,0.4,1,1,"Yes.",5.36666666666667,35,"Male"
"R_3fqTU2uu5lfbZSA","cards","dis",0.7,0.7,1,1,"Yes.",5.68333333333333,54,"Male"
"R_3fqTU2uu5lfbZSA","casino","con",1,0.1,0.001,1,"Yes.",5.68333333333333,54,"Male"
"R_3fqTU2uu5lfbZSA","chores","dis",0.5,1,0.001,1,"Yes.",5.68333333333333,54,"Male"
"R_3fqTU2uu5lfbZSA","ducks","dis",0.4,0.5,1,1,"Yes.",5.68333333333333,54,"Male"
"R_3fqTU2uu5lfbZSA","fruit","dis",0.8,0.6,0.001,1,"Yes.",5.68333333333333,54,"Male"
"R_3fqTU2uu5lfbZSA","wheels","dis",0.4,0.6,1,1,"Yes.",5.68333333333333,54,"Male"
"R_3EWn88iDquLJI2C","cards","con",0.5,0.2,0.654,0.5,"No, something else affected my participation negatively.",3.63333333333333,34,"Male"
"R_3EWn88iDquLJI2C","casino","con",0.8,0.2,0.423,0.354,"No, something else affected my participation negatively.",3.63333333333333,34,"Male"
"R_3EWn88iDquLJI2C","chores","con",0.6,0.8,0,0.5,"No, something else affected my participation negatively.",3.63333333333333,34,"Male"
"R_3EWn88iDquLJI2C","ducks","con",0.9,0.4,0.507,1,"No, something else affected my participation negatively.",3.63333333333333,34,"Male"
"R_3EWn88iDquLJI2C","fruit","dis",0.3,1,1,0.927,"No, something else affected my participation negatively.",3.63333333333333,34,"Male"
"R_3EWn88iDquLJI2C","wheels","con",0.9,0.3,0,0.5,"No, something else affected my participation negatively.",3.63333333333333,34,"Male"
"R_3r2ExteArvHjCMA","cards","con",1,0.5,0.897,0.739,"No, I was distracted.",5.66666666666667,54,"Male"
"R_3r2ExteArvHjCMA","casino","con",0.6,0.7,0.817,0.777,"No, I was distracted.",5.66666666666667,54,"Male"
"R_3r2ExteArvHjCMA","chores","con",0.8,0.9,0.796,0.944,"No, I was distracted.",5.66666666666667,54,"Male"
"R_3r2ExteArvHjCMA","ducks","dis",1,0.5,0.732,0.845,"No, I was distracted.",5.66666666666667,54,"Male"
"R_3r2ExteArvHjCMA","fruit","dis",0.7,0.4,0.908,0.925,"No, I was distracted.",5.66666666666667,54,"Male"
"R_3r2ExteArvHjCMA","wheels","dis",0.1,1,0.813,0.751,"No, I was distracted.",5.66666666666667,54,"Male"
"R_1EdhjbfhsIzAgcs","cards","con",0.3,0.4,0.248,0.786,"Yes.",4.06666666666667,20,"Male"
"R_1EdhjbfhsIzAgcs","casino","con",1,0.1,1,1,"Yes.",4.06666666666667,20,"Male"
"R_1EdhjbfhsIzAgcs","chores","con",0.5,0.7,0.497,0.945,"Yes.",4.06666666666667,20,"Male"
"R_1EdhjbfhsIzAgcs","ducks","dis",0.3,0.9,0.111,0.811,"Yes.",4.06666666666667,20,"Male"
"R_1EdhjbfhsIzAgcs","fruit","con",0.1,0.2,1,1,"Yes.",4.06666666666667,20,"Male"
"R_1EdhjbfhsIzAgcs","wheels","dis",0.6,0.2,0.627,0.868,"Yes.",4.06666666666667,20,"Male"
"R_rkVvIPyw4xXtM4h","cards","dis",0.9,0.8,1,1,"Yes.",3.18333333333333,24,"Male"
"R_rkVvIPyw4xXtM4h","casino","con",0.8,0.8,1,1,"Yes.",3.18333333333333,24,"Male"
"R_rkVvIPyw4xXtM4h","chores","dis",0.8,0.7,1,1,"Yes.",3.18333333333333,24,"Male"
"R_rkVvIPyw4xXtM4h","ducks","con",0.2,0.9,1,1,"Yes.",3.18333333333333,24,"Male"
"R_rkVvIPyw4xXtM4h","fruit","con",0.8,0.2,0.824,1,"Yes.",3.18333333333333,24,"Male"
"R_rkVvIPyw4xXtM4h","wheels","dis",0.5,0.2,1,1,"Yes.",3.18333333333333,24,"Male"
"R_25FWq6hFtqb5FmH","cards","dis",0.8,0.4,1,1,"Yes.",11.5333333333333,72,"Female"
"R_25FWq6hFtqb5FmH","casino","con",0.3,0.2,0.517,1,"Yes.",11.5333333333333,72,"Female"
"R_25FWq6hFtqb5FmH","chores","con",1,0.3,0.497,1,"Yes.",11.5333333333333,72,"Female"
"R_25FWq6hFtqb5FmH","ducks","con",1,0.9,0.51,1,"Yes.",11.5333333333333,72,"Female"
"R_25FWq6hFtqb5FmH","fruit","con",0.4,0.2,0.494,1,"Yes.",11.5333333333333,72,"Female"
"R_25FWq6hFtqb5FmH","wheels","dis",0.5,0.3,1,1,"Yes.",11.5333333333333,72,"Female"
"R_2zBCptcaNOXGGHQ","cards","dis",0.1,0.6,0.975,0.977,"Yes.",18.2333333333333,35,"Male"
"R_2zBCptcaNOXGGHQ","casino","con",1,1,0.749,0.882,"Yes.",18.2333333333333,35,"Male"
"R_2zBCptcaNOXGGHQ","chores","con",0.1,0.4,0.766,0.69,"Yes.",18.2333333333333,35,"Male"
"R_2zBCptcaNOXGGHQ","ducks","con",0.8,0.6,0.72,0.841,"Yes.",18.2333333333333,35,"Male"
"R_2zBCptcaNOXGGHQ","fruit","con",0.4,0.3,0.789,0.668,"Yes.",18.2333333333333,35,"Male"
"R_2zBCptcaNOXGGHQ","wheels","dis",0.7,0.4,1,0.966,"Yes.",18.2333333333333,35,"Male"
"R_2PbvAGs2H0Ao5Rh","cards","con",0.6,0.2,0.504,1,"Yes.",3.91666666666667,37,"Female"
"R_2PbvAGs2H0Ao5Rh","casino","con",0.6,1,0.497,0.828,"Yes.",3.91666666666667,37,"Female"
"R_2PbvAGs2H0Ao5Rh","chores","dis",0.4,0.9,0.496,0.497,"Yes.",3.91666666666667,37,"Female"
"R_2PbvAGs2H0Ao5Rh","ducks","con",0.8,0.6,0.503,0.78,"Yes.",3.91666666666667,37,"Female"
"R_2PbvAGs2H0Ao5Rh","fruit","dis",0.5,0.1,0.5,0.768,"Yes.",3.91666666666667,37,"Female"
"R_2PbvAGs2H0Ao5Rh","wheels","con",0.4,0.7,0.504,0.759,"Yes.",3.91666666666667,37,"Female"
"R_ahl5Cjtn6rVmACJ","cards","con",0.6,0.9,0.787,0.877,"Yes.",6.33333333333333,26,"Male"
"R_ahl5Cjtn6rVmACJ","casino","con",0.4,0.8,0.104,0.804,"Yes.",6.33333333333333,26,"Male"
"R_ahl5Cjtn6rVmACJ","chores","con",0.6,0.1,0.237,0.372,"Yes.",6.33333333333333,26,"Male"
"R_ahl5Cjtn6rVmACJ","ducks","dis",0.4,0.1,0.149,0.818,"Yes.",6.33333333333333,26,"Male"
"R_ahl5Cjtn6rVmACJ","fruit","con",0.6,0.4,0.332,0.883,"Yes.",6.33333333333333,26,"Male"
"R_ahl5Cjtn6rVmACJ","wheels","con",0.5,0.7,0.287,0.638,"Yes.",6.33333333333333,26,"Male"
"R_3PBGHfrESoYDzZz","cards","con",0.5,0.9,0.485,0.118,"Yes.",3.78333333333333,32,"Female"
"R_3PBGHfrESoYDzZz","casino","con",0.3,0.6,0.51,0.642,"Yes.",3.78333333333333,32,"Female"
"R_3PBGHfrESoYDzZz","chores","con",0.9,0.6,0.503,0.155,"Yes.",3.78333333333333,32,"Female"
"R_3PBGHfrESoYDzZz","ducks","dis",0.5,0.7,0.5,0.156,"Yes.",3.78333333333333,32,"Female"
"R_3PBGHfrESoYDzZz","fruit","con",0.5,0.4,0.496,0.025,"Yes.",3.78333333333333,32,"Female"
"R_3PBGHfrESoYDzZz","wheels","dis",0.5,1,0.51,0.173,"Yes.",3.78333333333333,32,"Female"
"R_25sThBXZCm3Ki4c","cards","con",0.1,0.8,1,1,"Yes.",4.86666666666667,43,"Male"
"R_25sThBXZCm3Ki4c","casino","con",0.8,0.8,1,1,"Yes.",4.86666666666667,43,"Male"
"R_25sThBXZCm3Ki4c","chores","dis",0.3,0.7,1,1,"Yes.",4.86666666666667,43,"Male"
"R_25sThBXZCm3Ki4c","ducks","dis",0.3,0.2,1,1,"Yes.",4.86666666666667,43,"Male"
"R_25sThBXZCm3Ki4c","fruit","dis",0.8,0.3,1,1,"Yes.",4.86666666666667,43,"Male"
"R_25sThBXZCm3Ki4c","wheels","dis",1,0.2,1,1,"Yes.",4.86666666666667,43,"Male"
"R_2VDPLnpxy5fCjRi","cards","dis",0.2,0.1,1,1,"Yes.",3.81666666666667,22,"Male"
"R_2VDPLnpxy5fCjRi","casino","con",0.4,1,1,1,"Yes.",3.81666666666667,22,"Male"
"R_2VDPLnpxy5fCjRi","chores","con",0.3,0.1,0.573,0.818,"Yes.",3.81666666666667,22,"Male"
"R_2VDPLnpxy5fCjRi","ducks","dis",0.8,0.7,1,0.825,"Yes.",3.81666666666667,22,"Male"
"R_2VDPLnpxy5fCjRi","fruit","con",1,0.6,0,1,"Yes.",3.81666666666667,22,"Male"
"R_2VDPLnpxy5fCjRi","wheels","dis",0.2,0.4,1,1,"Yes.",3.81666666666667,22,"Male"
"R_AA4RFbhrbdO5frj","cards","con",0.3,0.5,0.069,0.652,"Yes.",9.5,20,"Other"
"R_AA4RFbhrbdO5frj","casino","dis",0.6,1,0,0.792,"Yes.",9.5,20,"Other"
"R_AA4RFbhrbdO5frj","chores","con",0.5,0.8,0.082,0.485,"Yes.",9.5,20,"Other"
"R_AA4RFbhrbdO5frj","ducks","dis",0.5,0.8,0.02,0.582,"Yes.",9.5,20,"Other"
"R_AA4RFbhrbdO5frj","fruit","con",0.2,1,1,0.838,"Yes.",9.5,20,"Other"
"R_AA4RFbhrbdO5frj","wheels","con",0.9,0.6,0.173,0.593,"Yes.",9.5,20,"Other"
"R_2VO3Ake2oakHGNu","cards","dis",0.3,0.1,0.739,0.713,"Yes.",4.78333333333333,35,"Male"
"R_2VO3Ake2oakHGNu","casino","con",0.1,0.4,0.856,0.761,"Yes.",4.78333333333333,35,"Male"
"R_2VO3Ake2oakHGNu","chores","dis",0.5,0.8,0.813,0.728,"Yes.",4.78333333333333,35,"Male"
"R_2VO3Ake2oakHGNu","ducks","con",0.4,0.9,0.727,0.824,"Yes.",4.78333333333333,35,"Male"
"R_2VO3Ake2oakHGNu","fruit","dis",0.9,0.4,0.828,0.71,"Yes.",4.78333333333333,35,"Male"
"R_2VO3Ake2oakHGNu","wheels","dis",0.8,0.6,0.765,0.742,"Yes.",4.78333333333333,35,"Male"
"R_2bhhRksdXvARa9z","cards","con",0.1,0.2,0.499,0.78,"Yes.",1.13333333333333,37,"Female"
"R_2bhhRksdXvARa9z","casino","con",0.1,0.6,0.5,0.783,"Yes.",1.13333333333333,37,"Female"
"R_2bhhRksdXvARa9z","chores","con",1,0.4,0.496,0.777,"Yes.",1.13333333333333,37,"Female"
"R_2bhhRksdXvARa9z","ducks","dis",0.9,0.8,0.501,0.762,"Yes.",1.13333333333333,37,"Female"
"R_2bhhRksdXvARa9z","fruit","dis",0.9,0.5,0.503,0.763,"Yes.",1.13333333333333,37,"Female"
"R_2bhhRksdXvARa9z","wheels","con",1,0.4,0.5,0.78,"Yes.",1.13333333333333,37,"Female"
"R_bPC9Vx6H4aHZr45","cards","dis",1,0.6,0.897,1,"Yes.",5.08333333333333,39,"Female"
"R_bPC9Vx6H4aHZr45","casino","dis",0.5,0.4,1,1,"Yes.",5.08333333333333,39,"Female"
"R_bPC9Vx6H4aHZr45","chores","con",0.2,0.3,0.893,1,"Yes.",5.08333333333333,39,"Female"
"R_bPC9Vx6H4aHZr45","ducks","dis",0.9,0.8,0.793,1,"Yes.",5.08333333333333,39,"Female"
"R_bPC9Vx6H4aHZr45","fruit","con",0.7,1,0.608,1,"Yes.",5.08333333333333,39,"Female"
"R_bPC9Vx6H4aHZr45","wheels","con",0.7,0.3,0.892,1,"Yes.",5.08333333333333,39,"Female"
"R_2ziKa0rjyeCO9ti","cards","con",0.8,0.3,0.677,0.361,"Yes.",7.05,29,"Male"
"R_2ziKa0rjyeCO9ti","casino","dis",0.9,0.8,0.331,0.824,"Yes.",7.05,29,"Male"
"R_2ziKa0rjyeCO9ti","chores","dis",0.2,0.2,0.562,0.318,"Yes.",7.05,29,"Male"
"R_2ziKa0rjyeCO9ti","ducks","con",1,0.4,0.214,0.811,"Yes.",7.05,29,"Male"
"R_2ziKa0rjyeCO9ti","fruit","con",0.6,0.2,0.824,0.751,"Yes.",7.05,29,"Male"
"R_2ziKa0rjyeCO9ti","wheels","dis",0.5,0.6,0.728,0.6,"Yes.",7.05,29,"Male"
"R_UtmcRdoPWOKmocV","cards","dis",0.1,0.4,0.628,0.651,"Yes.",5.25,34,"Male"
"R_UtmcRdoPWOKmocV","casino","dis",0.6,0.1,0.942,0.887,"Yes.",5.25,34,"Male"
"R_UtmcRdoPWOKmocV","chores","dis",0.2,0.5,1,1,"Yes.",5.25,34,"Male"
